#name (cmd = mergePeaks -d 100 /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt
Merged-chrX-45515756-2	chrX	45515701	45515812	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_33093		siIkBa_120_peak_53430
Merged-chr1-153708159-2	chr1	153708081	153708238	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_1595		siIkBa_120_peak_2639
Merged-chr1-66242852-2	chr1	66242792	66242913	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_876		siIkBa_120_peak_1501
Merged-chr13-102091395-2	chr13	102091319	102091472	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_8072		siIkBa_120_peak_13143
Merged-chr15-49832812-2	chr15	49832761	49832863	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_9681		siIkBa_120_peak_15811
Merged-chr6-106773734-2	chr6	106773679	106773789	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_26790		siIkBa_120_peak_43363
Merged-chrX-48897820-2	chrX	48897761	48897879	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_33132		siIkBa_120_peak_53509
Merged-chr8-108140027-2	chr8	108139967	108140088	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_30786		siIkBa_120_peak_49594
Merged-chr11-130002947-2	chr11	130002865	130003030	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_5725		siIkBa_120_peak_9245
Merged-chr2-15577298-2	chr2	15577223	15577374	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_14862		siIkBa_120_peak_24114
Merged-chr2-19132099-2	chr2	19132042	19132156	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_14898		siIkBa_120_peak_24189
Merged-chr10-113959605-2	chr10	113959552	113959658	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_4162		siIkBa_120_peak_6734
Merged-chr4-107379361-2	chr4	107379299	107379423	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_22856		siIkBa_120_peak_36853
Merged-chr16-15489696-2	chr16	15489603	15489790	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_10846		siIkBa_120_peak_17624
Merged-chr1-161020902-2	chr1	161020841	161020963	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_1725		siIkBa_120_peak_2869
Merged-chr15-58521751-2	chr15	58521678	58521825	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_9829		siIkBa_120_peak_16014
Merged-chr8-115648364-2	chr8	115648294	115648434	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_30886		siIkBa_120_peak_49758
Merged-chr2-233247913-2	chr2	233247854	233247973	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_17391		siIkBa_120_peak_28172
Merged-chr8-116173923-2	chr8	116173833	116174014	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_30896		siIkBa_120_peak_49776
Merged-chr8-116324893-2	chr8	116324828	116324958	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_30899		siIkBa_120_peak_49778
Merged-chr3-146161370-2	chr3	146161306	146161435	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_21331		siIkBa_120_peak_34284
Merged-chr14-28243706-2	chr14	28243642	28243771	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_8313		siIkBa_120_peak_13554
Merged-chr15-66766128-2	chr15	66766053	66766203	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_9952		siIkBa_120_peak_16198
Merged-chr14-33987018-2	chr14	33986966	33987071	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_8375		siIkBa_120_peak_13672
Merged-chr5-177363213-2	chr5	177363156	177363271	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_25410		siIkBa_120_peak_41096
Merged-chr5-178787274-2	chr5	178787213	178787335	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_25437		siIkBa_120_peak_41143
Merged-chrX-106611891-2	chrX	106611815	106611968	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_33407		siIkBa_120_peak_54015
Merged-chr3-152072135-2	chr3	152072084	152072186	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_21417		siIkBa_120_peak_34438
Merged-chr1-178543111-2	chr1	178543039	178543183	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_1990		siIkBa_120_peak_3250
Merged-chr7-155003881-2	chr7	155003790	155003972	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_29567		siIkBa_120_peak_47671
Merged-chr18-63970516-2	chr18	63970454	63970578	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_13559		siIkBa_120_peak_21958
Merged-chr3-157785237-2	chr3	157785163	157785312	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_21507		siIkBa_120_peak_34561
Merged-chr3-158789736-2	chr3	158789671	158789802	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_21520		siIkBa_120_peak_34579
Merged-chr14-47442466-2	chr14	47442395	47442538	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_8506		siIkBa_120_peak_13914
Merged-chr8-9075036-2	chr8	9074968	9075104	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_29681		siIkBa_120_peak_47856
Merged-chr14-50116661-2	chr14	50116594	50116729	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_8535		siIkBa_120_peak_13959
Merged-chr20-16760668-2	chr20	16760586	16760750	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_17688		siIkBa_120_peak_28690
Merged-chr2-120279246-2	chr2	120279184	120279309	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_16084		siIkBa_120_peak_26099
Merged-chr20-17211197-2	chr20	17211139	17211255	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_17693		siIkBa_120_peak_28698
Merged-chr2-120470422-2	chr2	120470350	120470495	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_16091		siIkBa_120_peak_26108
Merged-chr19-2977427-2	chr19	2977360	2977494	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_13669		siIkBa_120_peak_22160
Merged-chr11-13463269-2	chr11	13463199	13463340	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_4538		siIkBa_120_peak_7331
Merged-chr3-169637966-2	chr3	169637870	169638063	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_21638		siIkBa_120_peak_34769
Merged-chrX-135021831-2	chrX	135021766	135021897	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_33659		siIkBa_120_peak_54475
Merged-chrX-135051516-2	chrX	135051461	135051572	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_33660		siIkBa_120_peak_54478
Merged-chr3-170357657-2	chr3	170357582	170357733	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_21654		siIkBa_120_peak_34800
Merged-chr14-56294304-2	chr14	56294241	56294367	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_8636		siIkBa_120_peak_14138
Merged-chr7-44150666-2	chr7	44150593	44150739	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_28191		siIkBa_120_peak_45614
Merged-chr12-114668299-2	chr12	114668240	114668359	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_7099		siIkBa_120_peak_11600
Merged-chr12-116955881-2	chr12	116955806	116955956	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_7137		siIkBa_120_peak_11658
Merged-chr19-13833769-2	chr19	13833676	13833862	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_13856		siIkBa_120_peak_22482
Merged-chr10-6824002-2	chr10	6823951	6824054	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_3122		siIkBa_120_peak_5024
Merged-chr10-13271750-2	chr10	13271698	13271802	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_3191		siIkBa_120_peak_5143
Merged-chr9-101728283-2	chr9	101728208	101728358	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_32222		siIkBa_120_peak_51994
Merged-chr2-148990078-2	chr2	148990012	148990145	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_16337		siIkBa_120_peak_26530
Merged-chr20-36199954-2	chr20	36199885	36200024	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_17946		siIkBa_120_peak_29098
Merged-chr2-152026010-2	chr2	152025954	152026067	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_16378		siIkBa_120_peak_26592
Merged-chr12-124633384-2	chr12	124633307	124633462	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_7296		siIkBa_120_peak_11894
Merged-chr17-49616319-2	chr17	49616242	49616396	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_12313		siIkBa_120_peak_20007
Merged-chr3-188674028-2	chr3	188673972	188674084	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_21922		siIkBa_120_peak_35222
Merged-chr3-64084804-2	chr3	64084720	64084888	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_20378		siIkBa_120_peak_32823
Merged-chr3-193606079-2	chr3	193606023	193606135	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_21997		siIkBa_120_peak_35338
Merged-chr7-76307218-2	chr7	76307157	76307279	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_28452		siIkBa_120_peak_46021
Merged-chr2-158360069-2	chr2	158360010	158360129	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_16443		siIkBa_120_peak_26710
Merged-chr5-110865908-2	chr5	110865846	110865971	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_24478		siIkBa_120_peak_39622
Merged-chr10-28685383-2	chr10	28685315	28685452	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_3350		siIkBa_120_peak_5405
Merged-chr10-31083940-2	chr10	31083865	31084015	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_3379		siIkBa_120_peak_5464
Merged-chr9-121765457-2	chr9	121765406	121765508	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_32509		siIkBa_120_peak_52432
Merged-chr3-85360966-2	chr3	85360892	85361040	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_20594		siIkBa_120_peak_33182
Merged-chr6-125202117-2	chr6	125202063	125202172	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_27009		siIkBa_120_peak_43724
Merged-chr2-173855074-2	chr2	173854995	173855154	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_16617		siIkBa_120_peak_27033
Merged-chr17-61906494-2	chr17	61906443	61906546	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_12646		siIkBa_120_peak_20457
Merged-chr10-48445073-2	chr10	48445006	48445141	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_3520		siIkBa_120_peak_5681
Merged-chr21-44736820-2	chr21	44736766	44736875	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_19100		siIkBa_120_peak_30739
Merged-chr3-87504249-2	chr3	87504157	87504341	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_20609		siIkBa_120_peak_33213
Merged-chr9-127786006-2	chr9	127785932	127786080	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_32626		siIkBa_120_peak_52613
Merged-chr2-38191676-2	chr2	38191600	38191752	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_15187		siIkBa_120_peak_24623
Merged-chr5-135025421-2	chr5	135025359	135025484	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	2	siIkBa_30_peak_24789		siIkBa_120_peak_40096
