#name (cmd = mergePeaks -d 100 /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_30_VS_siCtrl_0.txt /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_30_VS_siCtrl_0.txt	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt
Merged-chr1-236336323-2	chr1	236336270	236336376	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_4730	siCtrl_120_peak_3853
Merged-chr5-68396897-2	chr5	68396811	68396984	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_39820	siCtrl_120_peak_32107
Merged-chr19-49119154-2	chr19	49119101	49119207	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_23812	siCtrl_120_peak_19397
Merged-chr3-123606179-2	chr3	123606124	123606235	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_34263	siCtrl_120_peak_27864
Merged-chrX-41381876-2	chrX	41381817	41381936	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_54265	siCtrl_120_peak_44041
Merged-chr16-31148344-2	chr16	31148262	31148427	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_18378	siCtrl_120_peak_14866
Merged-chr1-176696184-2	chr1	176696113	176696256	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_3310	siCtrl_120_peak_2665
Merged-chr10-491107-2	chr10	491044	491170	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_4936	siCtrl_120_peak_4015
Merged-chr1-178238904-2	chr1	178238849	178238960	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_3343	siCtrl_120_peak_2691
Merged-chr9-35914483-2	chr9	35914398	35914569	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_51989	siCtrl_120_peak_42131
Merged-chr12-48977433-2	chr12	48977373	48977494	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_10410	siCtrl_120_peak_8322
Merged-chr20-60272919-2	chr20	60272862	60272976	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_30435	siCtrl_120_peak_24857
Merged-chr7-55181374-2	chr7	55181317	55181432	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_46574	siCtrl_120_peak_37727
Merged-chr11-12496314-2	chr11	12496258	12496370	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_7506	siCtrl_120_peak_6106
Merged-chr4-77190235-2	chr4	77190185	77190286	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_37028	siCtrl_120_peak_30062
Merged-chr2-42907040-2	chr2	42906981	42907100	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_25099	siCtrl_120_peak_20443
Merged-chr11-19712795-2	chr11	19712710	19712881	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_7669	siCtrl_120_peak_6233
Merged-chr16-68528805-2	chr16	68528742	68528869	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_18747	siCtrl_120_peak_15154
Merged-chr12-57127949-2	chr12	57127860	57128038	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_10750	siCtrl_120_peak_8629
Merged-chr12-58148586-2	chr12	58148534	58148639	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_10787	siCtrl_120_peak_8665
Merged-chr16-70703596-2	chr16	70703534	70703659	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_18811	siCtrl_120_peak_15215
Merged-chr20-20665003-2	chr20	20664946	20665060	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_29237	siCtrl_120_peak_23747
Merged-chr6-30981958-2	chr6	30981872	30982045	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_42747	siCtrl_120_peak_34554
Merged-chr9-119371012-2	chr9	119370955	119371070	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_53196	siCtrl_120_peak_43124
Merged-chr14-67965103-2	chr14	67965048	67965158	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_14813	siCtrl_120_peak_11874
Merged-chr8-122617869-2	chr8	122617818	122617921	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_50790	siCtrl_120_peak_41171
Merged-chr14-70568102-2	chr14	70568051	70568154	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_14893	siCtrl_120_peak_11940
Merged-chr6-158245936-2	chr6	158245873	158245999	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_45210	siCtrl_120_peak_36637
Merged-chr3-63490261-2	chr3	63490203	63490320	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_33274	siCtrl_120_peak_27035
Merged-chr11-34640451-2	chr11	34640395	34640507	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_7866	siCtrl_120_peak_6393
Merged-chr8-55886719-2	chr8	55886649	55886789	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_49325	siCtrl_120_peak_39904
Merged-chr14-73771942-2	chr14	73771875	73772009	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_14966	siCtrl_120_peak_12002
Merged-chr7-84536436-2	chr7	84536381	84536492	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_46975	siCtrl_120_peak_38044
Merged-chr20-40287182-2	chr20	40287130	40287234	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_29580	siCtrl_120_peak_24058
Merged-chr10-96124714-2	chr10	96124646	96124783	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_6519	siCtrl_120_peak_5319
Merged-chr10-97318970-2	chr10	97318912	97319028	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_6535	siCtrl_120_peak_5336
Merged-chr20-41693284-2	chr20	41693217	41693352	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_29639	siCtrl_120_peak_24110
Merged-chr20-42483915-2	chr20	42483827	42484003	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_29652	siCtrl_120_peak_24125
Merged-chr12-117190553-2	chr12	117190482	117190624	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_12008	siCtrl_120_peak_9639
Merged-chr4-116358694-2	chr4	116358634	116358755	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_37663	siCtrl_120_peak_30537
Merged-chr3-86923208-2	chr3	86923136	86923281	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_33660	siCtrl_120_peak_27388
Merged-chr10-6401960-2	chr10	6401894	6402027	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_5099	siCtrl_120_peak_4150
Merged-chr20-45910989-2	chr20	45910907	45911071	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_29742	siCtrl_120_peak_24204
Merged-chr12-121400406-2	chr12	121400350	121400462	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_12148	siCtrl_120_peak_9736
Merged-chr9-135797903-2	chr9	135797844	135797963	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_53767	siCtrl_120_peak_43636
Merged-chr16-10628271-2	chr16	10628219	10628324	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_17871	siCtrl_120_peak_14427
Merged-chr14-23730179-2	chr14	23730106	23730253	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_13858	siCtrl_120_peak_11116
Merged-chr14-24308259-2	chr14	24308186	24308333	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_13890	siCtrl_120_peak_11142
Merged-chr6-111105725-2	chr6	111105668	111105782	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_44229	siCtrl_120_peak_35832
Merged-chr7-20084022-2	chr7	20083968	20084076	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_45838	siCtrl_120_peak_37142
Merged-chr9-76460514-2	chr9	76460444	76460584	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_52229	siCtrl_120_peak_42304
Merged-chr1-156383130-2	chr1	156383048	156383212	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_2835	siCtrl_120_peak_2289
Merged-chr3-19395162-2	chr3	19395104	19395221	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_32370	siCtrl_120_peak_26343
Merged-chr5-176614024-2	chr5	176613974	176614075	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_41911	siCtrl_120_peak_33831
Merged-chr7-150421267-2	chr7	150421202	150421333	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_48434	siCtrl_120_peak_39204
Merged-chr4-24419630-2	chr4	24419574	24419686	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_36433	siCtrl_120_peak_29617
Merged-chr6-121549901-2	chr6	121549840	121549963	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_44401	siCtrl_120_peak_35975
Merged-chr5-107806904-2	chr5	107806845	107806963	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_40451	siCtrl_120_peak_32606
Merged-chr15-65365482-2	chr15	65365425	65365540	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_16568	siCtrl_120_peak_13306
Merged-chr2-20143537-2	chr2	20143442	20143633	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_24587	siCtrl_120_peak_19997
Merged-chr2-152907267-2	chr2	152907217	152907318	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_27015	siCtrl_120_peak_21960
Merged-chr2-157327717-2	chr2	157327652	157327783	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_27074	siCtrl_120_peak_22012
Merged-chr7-87564440-2	chr7	87564387	87564493	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_47020	siCtrl_120_peak_38071
Merged-chr3-157089284-2	chr3	157089205	157089363	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_35091	siCtrl_120_peak_28507
Merged-chr2-239660531-2	chr2	239660478	239660584	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_28719	siCtrl_120_peak_23335
Merged-chr15-70569344-2	chr15	70569265	70569423	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_16714	siCtrl_120_peak_13426
Merged-chr15-71114429-2	chr15	71114358	71114501	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_16726	siCtrl_120_peak_13438
Merged-chr7-93890560-2	chr7	93890477	93890644	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_47130	siCtrl_120_peak_38150
Merged-chr13-33697242-2	chr13	33697172	33697313	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_12765	siCtrl_120_peak_10284
Merged-chr5-124597040-2	chr5	124596955	124597126	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_40730	siCtrl_120_peak_32830
Merged-chr2-165954143-2	chr2	165954068	165954219	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_27246	siCtrl_120_peak_22151
Merged-chr15-75775479-2	chr15	75775414	75775544	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_16869	siCtrl_120_peak_13563
Merged-chr1-85298315-2	chr1	85298234	85298397	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_1778	siCtrl_120_peak_1394
Merged-chr12-8027145-2	chr12	8027093	8027198	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_9815	siCtrl_120_peak_7893
Merged-chr19-36489908-2	chr19	36489843	36489973	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_23298	siCtrl_120_peak_18952
Merged-chr12-9798207-2	chr12	9798152	9798263	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_9840	siCtrl_120_peak_7916
Merged-chr14-90816510-2	chr14	90816415	90816606	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_15328	siCtrl_120_peak_12282
Merged-chr19-38229822-2	chr19	38229762	38229882	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt|/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	2		siCtrl_75_peak_23342	siCtrl_120_peak_18987
